id,date,category,subcategory,description,amount,department,vendor,cost_center,approved_by,status,created_at
13952,2025-03-31,Sales & Distribution,Credit Card Processing,Credit Card Processing - American Express Merchant,706745.48,Commercial & Marketing,American Express Merchant,CC-COM-510,Chief Commercial Officer,Approved,2025-03-31 10:15:00
13953,2025-03-31,In-flight Services,Catering,Catering - Gate Gourmet,1424512.87,Customer Experience,Gate Gourmet,CC-CAB-610,VP Customer Experience,Pending,2025-03-31 14:45:00
13954,2025-03-31,Insurance,Hull & Liability Insurance,Hull & Liability Insurance - AIG Aviation,836062.49,Finance & Accounting,AIG Aviation,CC-FIN-710,CFO,Approved,2025-03-31 14:45:00
13955,2025-03-31,Depreciation,Aircraft Depreciation,Aircraft Depreciation - Fixed Asset Register,2319627.86,Finance & Accounting,Fixed Asset Register,CC-FIN-720,Controller,Approved,2025-03-31 14:45:00
13956,2025-03-31,General & Admin,IT & Communications,IT & Communications - SITA,502748.73,Corporate Services,SITA,CC-COR-810,Director Procurement,Paid,2025-03-31 12:30:00
13957,2025-03-31,General & Admin,Utilities & Facilities,Utilities & Facilities - JLL,379266.58,Corporate Services,JLL,CC-COR-810,Director Procurement,Approved,2025-03-31 16:20:00
13958,2025-04-01,Fuel,Jet Fuel Purchase,Jet Fuel Purchase - Chevron Aviation,12743850.14,Flight Operations,Chevron Aviation,CC-FLT-110,Chief Pilot,Approved,2025-04-01 10:15:00
13959,2025-04-01,Fuel,Jet Fuel Purchase,Jet Fuel Purchase - World Fuel Services,2105812.64,Flight Operations,World Fuel Services,CC-FLT-110,VP Flight Ops,Paid,2025-04-01 12:30:00
13960,2025-04-01,Fuel,Into-Plane Services,Into-Plane Services - Menzies Aviation,2024954.02,Flight Operations,Menzies Aviation,CC-FLT-110,VP Flight Ops,Pending,2025-04-01 16:20:00
13961,2025-04-01,Payroll,Flight Crew Payroll,Flight Crew Payroll - Internal Payroll Clearing,8198857.35,People & Operations,Internal Payroll Clearing,CC-HR-210,HR Director,Approved,2025-04-01 16:20:00
13962,2025-04-01,Payroll,Ground Staff Payroll,Ground Staff Payroll - Internal Payroll Clearing,6661185.03,People & Operations,Internal Payroll Clearing,CC-HR-210,VP People,Approved,2025-04-01 16:20:00
13963,2025-04-01,Maintenance,Line Maintenance,Line Maintenance - Delta TechOps,2980839.92,Maintenance & Engineering,Delta TechOps,CC-MNT-310,Director Engineering,Approved,2025-04-01 12:30:00
13964,2025-04-01,Maintenance,Engine Overhaul Reserve,Engine Overhaul Reserve - Pratt & Whitney Services,2158539.26,Maintenance & Engineering,Pratt & Whitney Services,CC-MNT-310,VP Maintenance,Paid,2025-04-01 12:30:00
13965,2025-04-01,Airport Operations,Landing Fees,Landing Fees - Dallas/Fort Worth DFW,2678574.47,Airport Operations,Dallas/Fort Worth DFW,CC-AIR-410,VP Airports,Pending,2025-04-01 14:45:00
13966,2025-04-01,Airport Operations,Ground Handling,Ground Handling - Menzies Aviation,1041667.85,Airport Operations,Menzies Aviation,CC-AIR-410,VP Airports,Approved,2025-04-01 16:20:00
13967,2025-04-01,Aircraft Lease,Aircraft Lease Rent,Aircraft Lease Rent - Avolon,4090959.14,Fleet Management,Avolon,CC-FLT-120,VP Fleet,Approved,2025-04-01 14:45:00
13968,2025-04-01,Sales & Distribution,GDS Booking Fees,GDS Booking Fees - Travelport,1210123.99,Commercial & Marketing,Travelport,CC-COM-510,Director Revenue Mgmt,Approved,2025-04-01 10:15:00
13969,2025-04-01,Sales & Distribution,Credit Card Processing,Credit Card Processing - Mastercard Merchant Services,741688.9,Commercial & Marketing,Mastercard Merchant Services,CC-COM-510,Director Revenue Mgmt,Paid,2025-04-01 14:45:00
13970,2025-04-01,In-flight Services,Catering,Catering - Gate Gourmet,1484609.17,Customer Experience,Gate Gourmet,CC-CAB-610,Cabin Services Director,Approved,2025-04-01 12:30:00
13971,2025-04-01,Insurance,Hull & Liability Insurance,Hull & Liability Insurance - Allianz Global Corporate & Specialty,897499.09,Finance & Accounting,Allianz Global Corporate & Specialty,CC-FIN-710,CFO,Approved,2025-04-01 12:30:00
13972,2025-04-01,Depreciation,Aircraft Depreciation,Aircraft Depreciation - Fixed Asset Register,2433516.99,Finance & Accounting,Fixed Asset Register,CC-FIN-720,CFO,Approved,2025-04-01 14:45:00
13973,2025-04-01,General & Admin,IT & Communications,IT & Communications - Microsoft,490774.05,Corporate Services,Microsoft,CC-COR-810,VP Corporate Services,Paid,2025-04-01 12:30:00
13974,2025-04-01,General & Admin,Utilities & Facilities,Utilities & Facilities - ConEdison,370233.06,Corporate Services,ConEdison,CC-COR-810,VP Corporate Services,Approved,2025-04-01 10:15:00
13975,2025-04-02,Fuel,Jet Fuel Purchase,Jet Fuel Purchase - Chevron Aviation,2389571.87,Flight Operations,Chevron Aviation,CC-FLT-110,Chief Pilot,Approved,2025-04-02 14:45:00
13976,2025-04-02,Fuel,Jet Fuel Purchase,Jet Fuel Purchase - World Fuel Services,11261693.34,Flight Operations,World Fuel Services,CC-FLT-110,Chief Pilot,Approved,2025-04-02 16:20:00
13977,2025-04-02,Fuel,Into-Plane Services,Into-Plane Services - Swissport Fueling,1861536.16,Flight Operations,Swissport Fueling,CC-FLT-110,VP Flight Ops,Approved,2025-04-02 12:30:00
13978,2025-04-02,Payroll,Flight Crew Payroll,Flight Crew Payroll - Internal Payroll Clearing,6833756.35,People & Operations,Internal Payroll Clearing,CC-HR-210,HR Director,Paid,2025-04-02 14:45:00
13979,2025-04-02,Payroll,Ground Staff Payroll,Ground Staff Payroll - Internal Payroll Clearing,5695856.85,People & Operations,Internal Payroll Clearing,CC-HR-210,HR Director,Approved,2025-04-02 16:20:00
13980,2025-04-02,Maintenance,Line Maintenance,Line Maintenance - AAR Corp,2789977.17,Maintenance & Engineering,AAR Corp,CC-MNT-310,VP Maintenance,Approved,2025-04-02 10:15:00
13981,2025-04-02,Maintenance,Engine Overhaul Reserve,Engine Overhaul Reserve - GE Aerospace Services,2020328.3,Maintenance & Engineering,GE Aerospace Services,CC-MNT-310,Director Engineering,Paid,2025-04-02 16:20:00
13982,2025-04-02,Airport Operations,Landing Fees,Landing Fees - Dallas/Fort Worth DFW,2265937.09,Airport Operations,Dallas/Fort Worth DFW,CC-AIR-410,VP Airports,Paid,2025-04-02 12:30:00
13983,2025-04-02,Airport Operations,Ground Handling,Ground Handling - Menzies Aviation,881197.76,Airport Operations,Menzies Aviation,CC-AIR-410,VP Airports,Approved,2025-04-02 14:45:00
13984,2025-04-02,Aircraft Lease,Aircraft Lease Rent,Aircraft Lease Rent - Avolon,3343717.27,Fleet Management,Avolon,CC-FLT-120,Treasury Director,Paid,2025-04-02 14:45:00
13985,2025-04-02,Sales & Distribution,GDS Booking Fees,GDS Booking Fees - Sabre Travel Network,1081823.83,Commercial & Marketing,Sabre Travel Network,CC-COM-510,Director Revenue Mgmt,Approved,2025-04-02 12:30:00
13986,2025-04-02,Sales & Distribution,Credit Card Processing,Credit Card Processing - Mastercard Merchant Services,663053.31,Commercial & Marketing,Mastercard Merchant Services,CC-COM-510,Chief Commercial Officer,Paid,2025-04-02 10:15:00
13987,2025-04-02,In-flight Services,Catering,Catering - LSG Sky Chefs,1234846.6,Customer Experience,LSG Sky Chefs,CC-CAB-610,Cabin Services Director,Approved,2025-04-02 14:45:00
13988,2025-04-02,Insurance,Hull & Liability Insurance,Hull & Liability Insurance - Marsh Aviation,790315.01,Finance & Accounting,Marsh Aviation,CC-FIN-710,Controller,Approved,2025-04-02 12:30:00
13989,2025-04-02,Depreciation,Aircraft Depreciation,Aircraft Depreciation - Fixed Asset Register,2064011.46,Finance & Accounting,Fixed Asset Register,CC-FIN-720,Controller,Approved,2025-04-02 14:45:00
13990,2025-04-02,General & Admin,IT & Communications,IT & Communications - SITA,438002.49,Corporate Services,SITA,CC-COR-810,VP Corporate Services,Approved,2025-04-02 10:15:00
13991,2025-04-02,General & Admin,Utilities & Facilities,Utilities & Facilities - ConEdison,330422.93,Corporate Services,ConEdison,CC-COR-810,VP Corporate Services,Approved,2025-04-02 12:30:00
13992,2025-04-03,Fuel,Jet Fuel Purchase,Jet Fuel Purchase - Chevron Aviation,9337636.9,Flight Operations,Chevron Aviation,CC-FLT-110,VP Flight Ops,Paid,2025-04-03 12:30:00
13993,2025-04-03,Fuel,Jet Fuel Purchase,Jet Fuel Purchase - World Fuel Services,2860361.41,Flight Operations,World Fuel Services,CC-FLT-110,VP Flight Ops,Approved,2025-04-03 16:20:00
13994,2025-04-03,Fuel,Into-Plane Services,Into-Plane Services - Menzies Aviation,1663363.41,Flight Operations,Menzies Aviation,CC-FLT-110,VP Flight Ops,Approved,2025-04-03 16:20:00
13995,2025-04-03,Payroll,Flight Crew Payroll,Flight Crew Payroll - Internal Payroll Clearing,6347248.43,People & Operations,Internal Payroll Clearing,CC-HR-210,HR Director,Approved,2025-04-03 16:20:00
13996,2025-04-03,Payroll,Ground Staff Payroll,Ground Staff Payroll - Internal Payroll Clearing,6014476.18,People & Operations,Internal Payroll Clearing,CC-HR-210,HR Director,Paid,2025-04-03 14:45:00
13997,2025-04-03,Maintenance,Line Maintenance,Line Maintenance - Lufthansa Technik,2500687.25,Maintenance & Engineering,Lufthansa Technik,CC-MNT-310,VP Maintenance,Paid,2025-04-03 10:15:00
13998,2025-04-03,Maintenance,Engine Overhaul Reserve,Engine Overhaul Reserve - Rolls-Royce TotalCare,1810842.49,Maintenance & Engineering,Rolls-Royce TotalCare,CC-MNT-310,Director Engineering,Paid,2025-04-03 14:45:00
13999,2025-04-03,Airport Operations,Landing Fees,Landing Fees - Dallas/Fort Worth DFW,2073389.9,Airport Operations,Dallas/Fort Worth DFW,CC-AIR-410,VP Airports,Approved,2025-04-03 12:30:00
14000,2025-04-03,Airport Operations,Ground Handling,Ground Handling - Swissport,806318.29,Airport Operations,Swissport,CC-AIR-410,Director Stations,Paid,2025-04-03 12:30:00
14001,2025-04-03,Aircraft Lease,Aircraft Lease Rent,Aircraft Lease Rent - AerCap,3480708.17,Fleet Management,AerCap,CC-FLT-120,VP Fleet,Paid,2025-04-03 16:20:00
14002,2025-04-03,Sales & Distribution,GDS Booking Fees,GDS Booking Fees - Amadeus,994727.63,Commercial & Marketing,Amadeus,CC-COM-510,Chief Commercial Officer,Pending,2025-04-03 10:15:00
14003,2025-04-03,Sales & Distribution,Credit Card Processing,Credit Card Processing - Mastercard Merchant Services,609671.78,Commercial & Marketing,Mastercard Merchant Services,CC-COM-510,Chief Commercial Officer,Approved,2025-04-03 10:15:00
14004,2025-04-03,In-flight Services,Catering,Catering - Gate Gourmet,1252118.17,Customer Experience,Gate Gourmet,CC-CAB-610,VP Customer Experience,Approved,2025-04-03 12:30:00
14005,2025-04-03,Insurance,Hull & Liability Insurance,Hull & Liability Insurance - AIG Aviation,810266.61,Finance & Accounting,AIG Aviation,CC-FIN-710,CFO,Approved,2025-04-03 14:45:00
14006,2025-04-03,Depreciation,Aircraft Depreciation,Aircraft Depreciation - Fixed Asset Register,2214148.59,Finance & Accounting,Fixed Asset Register,CC-FIN-720,CFO,Approved,2025-04-03 10:15:00
14007,2025-04-03,General & Admin,IT & Communications,IT & Communications - Microsoft,438820.45,Corporate Services,Microsoft,CC-COR-810,Director Procurement,Approved,2025-04-03 16:20:00
14008,2025-04-03,General & Admin,Utilities & Facilities,Utilities & Facilities - JLL,331040.0,Corporate Services,JLL,CC-COR-810,VP Corporate Services,Paid,2025-04-03 14:45:00
14009,2025-04-04,Fuel,Jet Fuel Purchase,Jet Fuel Purchase - Chevron Aviation,3865306.4,Flight Operations,Chevron Aviation,CC-FLT-110,Chief Pilot,Paid,2025-04-04 12:30:00
14010,2025-04-04,Fuel,Jet Fuel Purchase,Jet Fuel Purchase - World Fuel Services,10555253.16,Flight Operations,World Fuel Services,CC-FLT-110,Chief Pilot,Paid,2025-04-04 14:45:00
14011,2025-04-04,Fuel,Into-Plane Services,Into-Plane Services - Signature Aviation,1966439.94,Flight Operations,Signature Aviation,CC-FLT-110,VP Flight Ops,Paid,2025-04-04 16:20:00
14012,2025-04-04,Payroll,Flight Crew Payroll,Flight Crew Payroll - Internal Payroll Clearing,7604967.99,People & Operations,Internal Payroll Clearing,CC-HR-210,VP People,Paid,2025-04-04 16:20:00
14013,2025-04-04,Payroll,Ground Staff Payroll,Ground Staff Payroll - Internal Payroll Clearing,6280687.42,People & Operations,Internal Payroll Clearing,CC-HR-210,VP People,Paid,2025-04-04 14:45:00
14014,2025-04-04,Maintenance,Line Maintenance,Line Maintenance - Delta TechOps,2755528.98,Maintenance & Engineering,Delta TechOps,CC-MNT-310,Director Engineering,Paid,2025-04-04 12:30:00
14015,2025-04-04,Maintenance,Engine Overhaul Reserve,Engine Overhaul Reserve - GE Aerospace Services,1995383.05,Maintenance & Engineering,GE Aerospace Services,CC-MNT-310,VP Maintenance,Approved,2025-04-04 10:15:00
14016,2025-04-04,Airport Operations,Landing Fees,Landing Fees - Dallas/Fort Worth DFW,2415705.88,Airport Operations,Dallas/Fort Worth DFW,CC-AIR-410,Director Stations,Approved,2025-04-04 14:45:00
14017,2025-04-04,Airport Operations,Ground Handling,Ground Handling - Menzies Aviation,939441.18,Airport Operations,Menzies Aviation,CC-AIR-410,VP Airports,Approved,2025-04-04 12:30:00
14018,2025-04-04,Aircraft Lease,Aircraft Lease Rent,Aircraft Lease Rent - AerCap,3914235.74,Fleet Management,AerCap,CC-FLT-120,Treasury Director,Paid,2025-04-04 10:15:00
14019,2025-04-04,Sales & Distribution,GDS Booking Fees,GDS Booking Fees - Travelport,1347105.38,Commercial & Marketing,Travelport,CC-COM-510,Director Revenue Mgmt,Approved,2025-04-04 14:45:00
14020,2025-04-04,Sales & Distribution,Credit Card Processing,Credit Card Processing - American Express Merchant,825645.24,Commercial & Marketing,American Express Merchant,CC-COM-510,Director Revenue Mgmt,Paid,2025-04-04 14:45:00
14021,2025-04-04,In-flight Services,Catering,Catering - dnata Catering,1319119.68,Customer Experience,dnata Catering,CC-CAB-610,Cabin Services Director,Approved,2025-04-04 14:45:00
14022,2025-04-04,Insurance,Hull & Liability Insurance,Hull & Liability Insurance - Allianz Global Corporate & Specialty,942356.92,Finance & Accounting,Allianz Global Corporate & Specialty,CC-FIN-710,Controller,Approved,2025-04-04 16:20:00
14023,2025-04-04,Depreciation,Aircraft Depreciation,Aircraft Depreciation - Fixed Asset Register,2434872.08,Finance & Accounting,Fixed Asset Register,CC-FIN-720,Controller,Approved,2025-04-04 10:15:00
14024,2025-04-04,General & Admin,IT & Communications,IT & Communications - Microsoft,644955.36,Corporate Services,Microsoft,CC-COR-810,VP Corporate Services,Paid,2025-04-04 14:45:00
14025,2025-04-04,General & Admin,Utilities & Facilities,Utilities & Facilities - JLL,486545.27,Corporate Services,JLL,CC-COR-810,VP Corporate Services,Approved,2025-04-04 10:15:00
14026,2025-04-05,Fuel,Jet Fuel Purchase,Jet Fuel Purchase - Chevron Aviation,15143688.09,Flight Operations,Chevron Aviation,CC-FLT-110,VP Flight Ops,Approved,2025-04-05 16:20:00
14027,2025-04-05,Fuel,Jet Fuel Purchase,Jet Fuel Purchase - World Fuel Services,2169247.88,Flight Operations,World Fuel Services,CC-FLT-110,Chief Pilot,Approved,2025-04-05 14:45:00
14028,2025-04-05,Fuel,Into-Plane Services,Into-Plane Services - Swissport Fueling,2360854.91,Flight Operations,Swissport Fueling,CC-FLT-110,VP Flight Ops,Approved,2025-04-05 16:20:00
14029,2025-04-05,Payroll,Flight Crew Payroll,Flight Crew Payroll - Internal Payroll Clearing,8549873.79,People & Operations,Internal Payroll Clearing,CC-HR-210,VP People,Approved,2025-04-05 12:30:00
14030,2025-04-05,Payroll,Ground Staff Payroll,Ground Staff Payroll - Internal Payroll Clearing,7514908.87,People & Operations,Internal Payroll Clearing,CC-HR-210,HR Director,Paid,2025-04-05 12:30:00
14031,2025-04-05,Maintenance,Line Maintenance,Line Maintenance - AAR Corp,3413170.5,Maintenance & Engineering,AAR Corp,CC-MNT-310,Director Engineering,Approved,2025-04-05 12:30:00
14032,2025-04-05,Maintenance,Engine Overhaul Reserve,Engine Overhaul Reserve - Rolls-Royce TotalCare,2471606.22,Maintenance & Engineering,Rolls-Royce TotalCare,CC-MNT-310,VP Maintenance,Paid,2025-04-05 12:30:00
14033,2025-04-05,Airport Operations,Landing Fees,Landing Fees - Dallas/Fort Worth DFW,2724392.72,Airport Operations,Dallas/Fort Worth DFW,CC-AIR-410,Director Stations,Approved,2025-04-05 10:15:00
14034,2025-04-05,Airport Operations,Ground Handling,Ground Handling - Menzies Aviation,1059486.06,Airport Operations,Menzies Aviation,CC-AIR-410,Director Stations,Approved,2025-04-05 16:20:00
14035,2025-04-05,Aircraft Lease,Aircraft Lease Rent,Aircraft Lease Rent - Avolon,4441917.31,Fleet Management,Avolon,CC-FLT-120,Treasury Director,Approved,2025-04-05 16:20:00
14036,2025-04-05,Sales & Distribution,GDS Booking Fees,GDS Booking Fees - Sabre Travel Network,1363221.38,Commercial & Marketing,Sabre Travel Network,CC-COM-510,Chief Commercial Officer,Approved,2025-04-05 10:15:00
14037,2025-04-05,Sales & Distribution,Credit Card Processing,Credit Card Processing - American Express Merchant,835522.78,Commercial & Marketing,American Express Merchant,CC-COM-510,Chief Commercial Officer,Paid,2025-04-05 10:15:00
14038,2025-04-05,In-flight Services,Catering,Catering - LSG Sky Chefs,1759955.74,Customer Experience,LSG Sky Chefs,CC-CAB-610,Cabin Services Director,Approved,2025-04-05 14:45:00
14039,2025-04-05,Insurance,Hull & Liability Insurance,Hull & Liability Insurance - Allianz Global Corporate & Specialty,1015531.0,Finance & Accounting,Allianz Global Corporate & Specialty,CC-FIN-710,CFO,Paid,2025-04-05 12:30:00
14040,2025-04-05,Depreciation,Aircraft Depreciation,Aircraft Depreciation - Fixed Asset Register,2660146.66,Finance & Accounting,Fixed Asset Register,CC-FIN-720,CFO,Approved,2025-04-05 14:45:00
14041,2025-04-05,General & Admin,IT & Communications,IT & Communications - SITA,468182.68,Corporate Services,SITA,CC-COR-810,VP Corporate Services,Approved,2025-04-05 16:20:00
14042,2025-04-05,General & Admin,Utilities & Facilities,Utilities & Facilities - JLL,353190.45,Corporate Services,JLL,CC-COR-810,VP Corporate Services,Pending,2025-04-05 14:45:00
14043,2025-04-06,Fuel,Jet Fuel Purchase,Jet Fuel Purchase - Chevron Aviation,561235.43,Flight Operations,Chevron Aviation,CC-FLT-110,Chief Pilot,Paid,2025-04-06 10:15:00
14044,2025-04-06,Fuel,Jet Fuel Purchase,Jet Fuel Purchase - World Fuel Services,14018961.16,Flight Operations,World Fuel Services,CC-FLT-110,VP Flight Ops,Approved,2025-04-06 14:45:00
14045,2025-04-06,Fuel,Into-Plane Services,Into-Plane Services - Swissport Fueling,1988208.63,Flight Operations,Swissport Fueling,CC-FLT-110,Chief Pilot,Approved,2025-04-06 10:15:00
14046,2025-04-06,Payroll,Flight Crew Payroll,Flight Crew Payroll - Internal Payroll Clearing,7969161.25,People & Operations,Internal Payroll Clearing,CC-HR-210,VP People,Approved,2025-04-06 12:30:00
14047,2025-04-06,Payroll,Ground Staff Payroll,Ground Staff Payroll - Internal Payroll Clearing,6548867.37,People & Operations,Internal Payroll Clearing,CC-HR-210,VP People,Approved,2025-04-06 14:45:00
14048,2025-04-06,Maintenance,Line Maintenance,Line Maintenance - Delta TechOps,2970133.34,Maintenance & Engineering,Delta TechOps,CC-MNT-310,Director Engineering,Approved,2025-04-06 14:45:00
14049,2025-04-06,Maintenance,Engine Overhaul Reserve,Engine Overhaul Reserve - Pratt & Whitney Services,2150786.22,Maintenance & Engineering,Pratt & Whitney Services,CC-MNT-310,VP Maintenance,Paid,2025-04-06 10:15:00
14050,2025-04-06,Airport Operations,Landing Fees,Landing Fees - Dallas/Fort Worth DFW,2489737.16,Airport Operations,Dallas/Fort Worth DFW,CC-AIR-410,Director Stations,Paid,2025-04-06 14:45:00
14051,2025-04-06,Airport Operations,Ground Handling,Ground Handling - Swissport,968231.12,Airport Operations,Swissport,CC-AIR-410,Director Stations,Approved,2025-04-06 12:30:00
14052,2025-04-06,Aircraft Lease,Aircraft Lease Rent,Aircraft Lease Rent - AerCap,4087230.03,Fleet Management,AerCap,CC-FLT-120,Treasury Director,Paid,2025-04-06 14:45:00
14053,2025-04-06,Sales & Distribution,GDS Booking Fees,GDS Booking Fees - Sabre Travel Network,1176914.41,Commercial & Marketing,Sabre Travel Network,CC-COM-510,Chief Commercial Officer,Approved,2025-04-06 16:20:00
14054,2025-04-06,Sales & Distribution,Credit Card Processing,Credit Card Processing - American Express Merchant,721334.64,Commercial & Marketing,American Express Merchant,CC-COM-510,Chief Commercial Officer,Paid,2025-04-06 16:20:00
14055,2025-04-06,In-flight Services,Catering,Catering - dnata Catering,1490130.44,Customer Experience,dnata Catering,CC-CAB-610,VP Customer Experience,Approved,2025-04-06 16:20:00
14056,2025-04-06,Insurance,Hull & Liability Insurance,Hull & Liability Insurance - Allianz Global Corporate & Specialty,998157.68,Finance & Accounting,Allianz Global Corporate & Specialty,CC-FIN-710,CFO,Approved,2025-04-06 14:45:00
14057,2025-04-06,Depreciation,Aircraft Depreciation,Aircraft Depreciation - Fixed Asset Register,2501661.98,Finance & Accounting,Fixed Asset Register,CC-FIN-720,Controller,Approved,2025-04-06 10:15:00
14058,2025-04-06,General & Admin,IT & Communications,IT & Communications - SITA,575328.75,Corporate Services,SITA,CC-COR-810,Director Procurement,Approved,2025-04-06 10:15:00
14059,2025-04-06,General & Admin,Utilities & Facilities,Utilities & Facilities - ConEdison,434019.93,Corporate Services,ConEdison,CC-COR-810,VP Corporate Services,Approved,2025-04-06 16:20:00
14060,2025-04-07,Fuel,Jet Fuel Purchase,Jet Fuel Purchase - Chevron Aviation,13279535.15,Flight Operations,Chevron Aviation,CC-FLT-110,VP Flight Ops,Paid,2025-04-07 16:20:00
14061,2025-04-07,Fuel,Jet Fuel Purchase,Jet Fuel Purchase - World Fuel Services,69237.87,Flight Operations,World Fuel Services,CC-FLT-110,Chief Pilot,Approved,2025-04-07 10:15:00
14062,2025-04-07,Fuel,Into-Plane Services,Into-Plane Services - Swissport Fueling,1820287.23,Flight Operations,Swissport Fueling,CC-FLT-110,VP Flight Ops,Approved,2025-04-07 16:20:00
14063,2025-04-07,Payroll,Flight Crew Payroll,Flight Crew Payroll - Internal Payroll Clearing,7401005.74,People & Operations,Internal Payroll Clearing,CC-HR-210,VP People,Paid,2025-04-07 14:45:00
14064,2025-04-07,Payroll,Ground Staff Payroll,Ground Staff Payroll - Internal Payroll Clearing,6670271.65,People & Operations,Internal Payroll Clearing,CC-HR-210,HR Director,Paid,2025-04-07 10:15:00
14065,2025-04-07,Maintenance,Line Maintenance,Line Maintenance - AAR Corp,2739219.92,Maintenance & Engineering,AAR Corp,CC-MNT-310,VP Maintenance,Approved,2025-04-07 12:30:00
14066,2025-04-07,Maintenance,Engine Overhaul Reserve,Engine Overhaul Reserve - Pratt & Whitney Services,1983573.05,Maintenance & Engineering,Pratt & Whitney Services,CC-MNT-310,VP Maintenance,Pending,2025-04-07 14:45:00
14067,2025-04-07,Airport Operations,Landing Fees,Landing Fees - Denver DEN,2545568.55,Airport Operations,Denver DEN,CC-AIR-410,Director Stations,Approved,2025-04-07 14:45:00
14068,2025-04-07,Airport Operations,Ground Handling,Ground Handling - dnata,989943.32,Airport Operations,dnata,CC-AIR-410,VP Airports,Approved,2025-04-07 16:20:00
14069,2025-04-07,Aircraft Lease,Aircraft Lease Rent,Aircraft Lease Rent - Avolon,3977503.84,Fleet Management,Avolon,CC-FLT-120,VP Fleet,Pending,2025-04-07 16:20:00
14070,2025-04-07,Sales & Distribution,GDS Booking Fees,GDS Booking Fees - Amadeus,1127366.63,Commercial & Marketing,Amadeus,CC-COM-510,Chief Commercial Officer,Pending,2025-04-07 12:30:00
14071,2025-04-07,Sales & Distribution,Credit Card Processing,Credit Card Processing - Mastercard Merchant Services,690966.64,Commercial & Marketing,Mastercard Merchant Services,CC-COM-510,Director Revenue Mgmt,Pending,2025-04-07 10:15:00
14072,2025-04-07,In-flight Services,Catering,Catering - dnata Catering,1329593.55,Customer Experience,dnata Catering,CC-CAB-610,Cabin Services Director,Approved,2025-04-07 16:20:00
14073,2025-04-07,Insurance,Hull & Liability Insurance,Hull & Liability Insurance - Allianz Global Corporate & Specialty,909599.68,Finance & Accounting,Allianz Global Corporate & Specialty,CC-FIN-710,Controller,Approved,2025-04-07 12:30:00
14074,2025-04-07,Depreciation,Aircraft Depreciation,Aircraft Depreciation - Fixed Asset Register,2212286.35,Finance & Accounting,Fixed Asset Register,CC-FIN-720,Controller,Approved,2025-04-07 14:45:00
14075,2025-04-07,General & Admin,IT & Communications,IT & Communications - AT&T Business,526810.87,Corporate Services,AT&T Business,CC-COR-810,Director Procurement,Pending,2025-04-07 12:30:00
14076,2025-04-07,General & Admin,Utilities & Facilities,Utilities & Facilities - JLL,397418.73,Corporate Services,JLL,CC-COR-810,VP Corporate Services,Approved,2025-04-07 12:30:00
14077,2025-04-08,Fuel,Jet Fuel Purchase,Jet Fuel Purchase - Chevron Aviation,1799732.97,Flight Operations,Chevron Aviation,CC-FLT-110,Chief Pilot,Paid,2025-04-08 12:30:00
14078,2025-04-08,Fuel,Jet Fuel Purchase,Jet Fuel Purchase - World Fuel Services,12978781.55,Flight Operations,World Fuel Services,CC-FLT-110,VP Flight Ops,Approved,2025-04-08 14:45:00
14079,2025-04-08,Fuel,Into-Plane Services,Into-Plane Services - Signature Aviation,2015251.98,Flight Operations,Signature Aviation,CC-FLT-110,VP Flight Ops,Paid,2025-04-08 16:20:00
14080,2025-04-08,Payroll,Flight Crew Payroll,Flight Crew Payroll - Internal Payroll Clearing,7726593.13,People & Operations,Internal Payroll Clearing,CC-HR-210,HR Director,Paid,2025-04-08 12:30:00
14081,2025-04-08,Payroll,Ground Staff Payroll,Ground Staff Payroll - Internal Payroll Clearing,6832556.92,People & Operations,Internal Payroll Clearing,CC-HR-210,HR Director,Paid,2025-04-08 10:15:00
14082,2025-04-08,Maintenance,Line Maintenance,Line Maintenance - Lufthansa Technik,2779703.21,Maintenance & Engineering,Lufthansa Technik,CC-MNT-310,Director Engineering,Paid,2025-04-08 14:45:00
14083,2025-04-08,Maintenance,Engine Overhaul Reserve,Engine Overhaul Reserve - Rolls-Royce TotalCare,2012888.53,Maintenance & Engineering,Rolls-Royce TotalCare,CC-MNT-310,VP Maintenance,Pending,2025-04-08 12:30:00
14084,2025-04-08,Airport Operations,Landing Fees,Landing Fees - Chicago ORD,2664272.25,Airport Operations,Chicago ORD,CC-AIR-410,VP Airports,Pending,2025-04-08 16:20:00
14085,2025-04-08,Airport Operations,Ground Handling,Ground Handling - dnata,1036105.87,Airport Operations,dnata,CC-AIR-410,VP Airports,Approved,2025-04-08 16:20:00
14086,2025-04-08,Aircraft Lease,Aircraft Lease Rent,Aircraft Lease Rent - SMBC Aviation Capital,3931735.0,Fleet Management,SMBC Aviation Capital,CC-FLT-120,VP Fleet,Approved,2025-04-08 10:15:00
14087,2025-04-08,Sales & Distribution,GDS Booking Fees,GDS Booking Fees - Travelport,1244405.68,Commercial & Marketing,Travelport,CC-COM-510,Chief Commercial Officer,Approved,2025-04-08 16:20:00
14088,2025-04-08,Sales & Distribution,Credit Card Processing,Credit Card Processing - American Express Merchant,762700.25,Commercial & Marketing,American Express Merchant,CC-COM-510,Director Revenue Mgmt,Approved,2025-04-08 10:15:00
14089,2025-04-08,In-flight Services,Catering,Catering - LSG Sky Chefs,1343986.01,Customer Experience,LSG Sky Chefs,CC-CAB-610,VP Customer Experience,Approved,2025-04-08 10:15:00
